CANDLE_START,PROFIT_PORTFOLIO,PROFIT_BTC
2026-05-19 00:00:00,0.0,0.0
2026-05-19 01:00:00,1.19062904138859,-0.614278786329473
2026-05-19 02:00:00,1.3151041241353751,-0.6784989591120675
2026-05-19 03:00:00,0.8888636510396066,-0.45858959070592537
2026-05-19 04:00:00,0.5367454012185594,-0.2769219481190658
2026-05-19 05:00:00,0.5769724112059524,-0.29767618643656024
2026-05-19 06:00:00,0.2800814992689665,-0.14450187040929138
2026-05-19 07:00:00,-0.233221178452926,0.12032532171339352
2026-05-19 08:00:00,0.23156285074569455,-0.1194697441187532
2026-05-19 09:00:00,0.8092387949183627,-0.41750890286820636
2026-05-19 10:00:00,0.24874915607452047,-0.1283366391900913
2026-05-19 11:00:00,1.0710033108763946,-0.5525605298462357
2026-05-19 12:00:00,0.5041818753324223,-0.26012151535234257
2026-05-19 13:00:00,0.6736830679464564,-0.34757191615804683
2026-05-19 14:00:00,1.8805436199233565,-0.9702249922771103
2026-05-19 15:00:00,1.5569184552526651,-0.8032577283611014
2026-05-19 16:00:00,0.6188074965457775,-0.3192600757549098
2026-05-19 17:00:00,0.7138598255790992,-0.36830022788179906
2026-05-19 18:00:00,0.8482346222140974,-0.4376279396382064
2026-05-19 19:00:00,0.809389551982646,-0.4175866826495334
2026-05-19 20:00:00,0.29809696845131817,-0.1537965542778994
2026-05-19 21:00:00,0.3983252900251713,-0.2055071455636928
2026-05-19 22:00:00,1.0770587196252508,-0.5556846843962093
2026-05-19 23:00:00,0.7701424629131112,-0.3973380129106503
2026-05-20 00:00:00,0.8845419485300087,-0.4563599036412126
2026-05-20 01:00:00,0.8037612882492807,-0.41468290414664827
2026-05-20 02:00:00,1.1318086601390542,-0.5839317083149262
2026-05-20 03:00:00,1.0485907606523195,-0.540997269022237
2026-05-20 04:00:00,0.9057986945945833,-0.46732685280838027
2026-05-20 05:00:00,-0.14100810746367842,0.07275002213483937
2026-05-20 06:00:00,-0.6865476707656845,0.3542091241646721
2026-05-20 07:00:00,-0.35621381673420366,0.18378065997959617
2026-05-20 08:00:00,-0.7969269680015669,0.4111568873931613
2026-05-20 09:00:00,-0.8649937825274157,0.446274458662456
2026-05-20 10:00:00,-0.946201587823651,0.48817183420410876
2026-05-20 11:00:00,-0.6070986978861154,0.3132191794051728
2026-05-20 12:00:00,-1.1969859642660623,0.6175585004421149
2026-05-20 13:00:00,-0.16015425462818797,0.08262805436341444
2026-05-20 14:00:00,-0.7668760598535785,0.39565278431525536
2026-05-20 15:00:00,-0.7904444142372355,0.4078123567960993
2026-05-20 16:00:00,-0.4968199053597659,0.2563232693642397
2026-05-20 17:00:00,-1.0756014013371678,0.5549328131767386
2026-05-20 18:00:00,-0.6890100361490173,0.3554795272596898
2026-05-20 19:00:00,-1.3231947532521715,0.682673140709999
2026-05-20 20:00:00,-1.4551574368585378,0.7507563759651595
2026-05-20 21:00:00,-0.9023815344707345,0.4655638444316297
2026-05-20 22:00:00,-0.9141405854851797,0.47163066737516623
2026-05-20 23:00:00,-1.0335904327556842,0.5332581807801838
2026-05-21 00:00:00,-2.075975027594831,1.0710535154711203
2026-05-21 01:00:00,-1.8165723723106808,0.9372204384005668
2026-05-21 02:00:00,-2.0475573209766007,1.0563920266909188
2026-05-21 03:00:00,-2.3564585457018974,1.2157627986306219
2026-05-21 04:00:00,-2.2486169923815225,1.1601243283877993
2026-05-21 05:00:00,-1.7264950263988246,0.8907470190574837
2026-05-21 06:00:00,-1.209247538828124,0.6238845893234033
2026-05-21 07:00:00,-1.8797898346018909,0.9698360933704896
2026-05-21 08:00:00,-1.9692892784339888,1.0160113568851574
2026-05-21 09:00:00,-1.2365848198189304,0.6379886563374373
2026-05-21 10:00:00,-0.14374686079821936,0.07416302149561843
2026-05-21 11:00:00,-0.1211835535098611,0.06252198089030707
2026-05-21 12:00:00,-0.3458869578304994,0.17845274495868071
2026-05-21 13:00:00,0.04570451665652393,-0.023580237039066896
2026-05-21 14:00:00,0.39262164775961533,-0.2025644771701298
2026-05-21 15:00:00,-0.29797133756444266,0.15373173779349372
2026-05-21 16:00:00,-0.16849614551876804,0.08693186893018598
2026-05-21 17:00:00,-1.830467148402501,0.9443891415795599
2026-05-21 18:00:00,-0.6202899410112851,0.3200249102713161
2026-05-21 19:00:00,-1.3811608444707082,0.71257946663034
2026-05-21 20:00:00,-1.4194782649771678,0.7323484943843683
2026-05-21 21:00:00,-1.3352553183951343,0.6888955232161609
2026-05-21 22:00:00,-1.2239714787735354,0.6314810812997239
2026-05-21 23:00:00,-1.1926140094017303,0.6153028867836312
2026-05-22 00:00:00,-0.5846861476620404,0.30165591858118845
2026-05-22 01:00:00,-1.1938200659160136,0.6159251250342473
2026-05-22 02:00:00,-1.3379438193749578,0.6902825959831833
2026-05-22 03:00:00,-1.6058391226140043,0.8284972674018353
2026-05-22 04:00:00,-1.2928674571529752,0.6670264413663028
2026-05-22 05:00:00,-0.8747176131739537,0.45129125455806335
2026-05-22 06:00:00,-0.709915015730275,0.3662649902704182
2026-05-22 07:00:00,-0.6713463334499989,0.3463663295474923
2026-05-22 08:00:00,-0.3178712700504017,0.16399866892868953
2026-05-22 09:00:00,-0.4176975727861386,0.21550184746425838
2026-05-22 10:00:00,-0.42998427352559193,0.2218408996424395
2026-05-22 11:00:00,-0.7235585300482622,0.37330406048052817
2026-05-22 12:00:00,-0.9875341496158433,0.5094964575846777
2026-05-22 13:00:00,-0.3747318094641883,0.19333460978597053
2026-05-22 14:00:00,0.921226167506661,-0.47528631709753627
2026-05-22 15:00:00,0.8801197413109265,-0.454078363388958
2026-05-22 16:00:00,0.47787476761427355,-0.24654894351074824
2026-05-22 17:00:00,0.9821068953014789,-0.506696385456876
2026-05-22 18:00:00,1.516113543185481,-0.7822053342151627
2026-05-22 19:00:00,3.217231130429199,-1.659859423415878
2026-05-22 20:00:00,2.9055911523694107,-1.499075652115396
2026-05-22 21:00:00,2.919762316412422,-1.506386951560165
2026-05-22 22:00:00,3.526082102799713,-1.8192042687617958
2026-05-22 23:00:00,4.023630667303521,-2.075903473735778
2026-05-23 00:00:00,4.493138417849822,-2.318135639382848
2026-05-23 01:00:00,4.148407264178872,-2.1402792060810265
2026-05-23 02:00:00,3.9417947075727273,-2.03368201577191
2026-05-23 03:00:00,3.7831228974100637,-1.951818795924902
2026-05-23 04:00:00,4.022952260514213,-2.0755534647197917
2026-05-23 05:00:00,4.166397607183882,-2.1495609266527564
2026-05-23 06:00:00,4.3783369133948415,-2.258906335902075
2026-05-23 07:00:00,6.36071693024445,-3.2816715704658197
2026-05-23 08:00:00,6.172421356949241,-3.1845246235879796
2026-05-23 09:00:00,6.241241956796522,-3.220031093763895
2026-05-23 10:00:00,6.120410169770027,-3.157690599030042
2026-05-23 11:00:00,5.906862788206667,-3.0475155387798822
2026-05-23 12:00:00,5.997467783843533,-3.0942611873576245
2026-05-23 13:00:00,4.841739002837504,-2.497988420405429
2026-05-23 14:00:00,4.028103126877385,-2.0782109405818034
2026-05-23 15:00:00,4.072626713196985,-2.1011819026671468
2026-05-23 16:00:00,4.261826828877911,-2.198795528232949
2026-05-23 17:00:00,4.152578209624171,-2.142431113364427
2026-05-23 18:00:00,3.253965601760618,-1.6788117634659583
2026-05-23 19:00:00,2.908154022462293,-1.50039790839797
