CANDLE_START,PROFIT_PORTFOLIO,PROFIT_BTC
2025-08-15 00:00:00,0.0,0.0
2025-08-15 04:00:00,0.9953086452781519,0.550896215387172
2025-08-15 08:00:00,1.0651572798168403,0.5895569349537836
2025-08-15 12:00:00,0.7134528179658693,0.3948910311784561
2025-08-15 16:00:00,-1.2667383905691514,-0.7011306377783384
2025-08-15 20:00:00,-1.3788875660946145,-0.7632044041912619
2025-08-16 00:00:00,-0.6829848099475854,-0.37802720668813605
2025-08-16 04:00:00,-0.5599967896228517,-0.30995421721264965
2025-08-16 08:00:00,-0.8421583671410412,-0.46612863197322446
2025-08-16 12:00:00,-0.6644104849389559,-0.3677464506641872
2025-08-16 16:00:00,-0.663967147140399,-0.36750106636402174
2025-08-16 20:00:00,-0.8049791421031623,-0.44555019687013714
2025-08-17 00:00:00,-1.4168158791369574,-0.7841974541463549
2025-08-17 04:00:00,-0.16183358398483574,-0.0895737310860624
2025-08-17 08:00:00,0.2814277770239974,0.15576826143613595
2025-08-17 12:00:00,-0.029611907441789657,-0.01638997894517876
2025-08-17 16:00:00,-0.5311033951649442,-0.2939619300643056
2025-08-17 20:00:00,-0.8905433372252867,-0.4929093668010567
2025-08-18 00:00:00,-1.3633095931038162,-0.7545821075752981
2025-08-18 04:00:00,-4.19855715441567,-2.295155513146397
2025-08-18 08:00:00,-3.6439712607960306,-2.5778382269309024
2025-08-18 12:00:00,-4.282355932881703,-2.252441721863319
2025-08-18 16:00:00,-5.016508266015349,-1.8782306641190694
2025-08-18 20:00:00,-5.756470736324722,-1.5010580717177198
2025-08-19 00:00:00,-6.014009216737066,-1.3697859326596016
2025-08-19 04:00:00,-3.9271075455654656,-2.433518412326332
2025-08-19 08:00:00,-3.7287162616020635,-2.534642128575116
2025-08-19 12:00:00,-4.415159068326998,-2.184749501129496
2025-08-19 16:00:00,-0.7436669854138024,-4.056177097064804
2025-08-19 20:00:00,-1.0460265240389268,-3.902058833509049
2025-08-20 00:00:00,-0.4568122128519075,-4.202392293849902
2025-08-20 04:00:00,-1.1506587943778999,-3.8487258250983793
2025-08-20 08:00:00,-1.7757133517432164,-3.530123926686953
2025-08-20 12:00:00,-1.1930561953688072,-3.8271150836290806
2025-08-20 16:00:00,-1.493490088529981,-3.673978357273968
2025-08-20 20:00:00,-2.3733274612471633,-3.225508933384677
2025-08-21 00:00:00,-2.2440768096749877,-3.291390387213883
2025-08-21 04:00:00,-1.4271051211992463,-3.7078160061132936
2025-08-21 08:00:00,-1.075923829906045,-3.886819622316335
2025-08-21 12:00:00,-0.25725890145335767,-4.304108317030099
2025-08-21 16:00:00,0.9308477494162267,-4.9097083082977955
2025-08-21 20:00:00,0.8134497776825718,-4.8498683851690805
2025-08-22 00:00:00,0.5136965005905548,-4.697078581445215
2025-08-22 04:00:00,0.15386640510146454,-4.5136665093668755
2025-08-22 08:00:00,-0.06643739621037979,-4.401373576697033
2025-08-22 12:00:00,0.994062041888193,-4.941929805367101
2025-08-22 16:00:00,-5.3223372865539735,-1.7223439412966435
2025-08-22 20:00:00,-6.733427158069103,-0.955577233989246
2025-08-23 00:00:00,-7.024073416413559,-1.1099408818451852
2025-08-23 04:00:00,-8.527171659219528,-1.908243702486942
2025-08-23 08:00:00,-8.814982033444881,-2.0611011984315466
2025-08-23 12:00:00,-9.663389343062796,-2.5116944657463414
2025-08-23 16:00:00,-9.97183157085149,-2.6755096399222373
2025-08-23 20:00:00,-9.484617120024746,-2.4167476646395456
2025-08-24 00:00:00,-9.405690322686668,-2.3748292569500995
2025-08-24 04:00:00,-9.72600184074926,-2.54494826918184
2025-08-24 08:00:00,-10.261760892199563,-2.829492519036531
2025-08-24 12:00:00,-10.523379168156087,-2.9684392636203496
2025-08-24 16:00:00,-11.15876059824082,-3.3058934455061193
2025-08-24 20:00:00,-14.08815841006644,-4.579023348485409
2025-08-25 00:00:00,-13.896389847398668,-4.685037827682182
2025-08-25 04:00:00,-14.078377891944896,-4.584430264616522
2025-08-25 08:00:00,-12.012530425804787,-5.726482643672307
2025-08-25 12:00:00,-12.275808504378343,-5.580935907566947
2025-08-25 16:00:00,-13.678019499918307,-4.805758441833391
2025-08-25 20:00:00,-9.177343424671209,-7.293845245598805
2025-08-26 00:00:00,-8.47062063402076,-7.684539359091749
2025-08-26 04:00:00,-10.000881417674572,-6.83857275352579
2025-08-26 08:00:00,-10.003957918679946,-6.83687198647984
